,StoreId,CompleteStoreName,FoodType,AverageRating,Reviewers,City,Location,District,Latitude,Longitude
2392,zaki,Ya Guai Guai 鸭乖乖麻辣老卤 (Rivervale Drive),Chinese,2.3,20,Singapore,Rivervale Drive Singapore,,1.3862508,103.9036227
2393,u0mg,OLD SCHOOL WESTERN FOOD (359 Bukit Batok),Chicken,4.7,100,Singapore,359 Bukit Batok Singapore,,1.3612763,103.75125605809204
2394,z98r,Mala Dou 麻辣豆 (Bukit Batok Street 31),Asian,4.5,94,Singapore,Bukit Batok Street 31 Singapore,,1.3598141,103.7514576
2395,t20b,My Indomie Goreng Ku (West Mall),Indonesian,4.5,6,Singapore,West Mall Singapore,,1.3500765000000001,103.74925662743149
2396,x0lf,Al Hafiz Indian Muslim Food (Sengkang),Indian,4.4,3000,Singapore,Sengkang Singapore,,1.3919236499999998,103.89549093760694
2397,l9en,Jin Pin Tang Hai Xian Guan 金品堂海鲜馆 (Bedok Reservoir),Chinese,4.7,3,Singapore,Bedok Reservoir Singapore,16.0,1.3425058,103.92522980731215
2398,r3pl,Sweet Reservations (Rivervale Plaza),Dessert,4.8,500,Singapore,Rivervale Plaza Singapore,,1.3852050999999999,103.90161637438521
2399,x84o,Boat Noodle Express (Rivervale) - Islandwide Delivery,Soups,5.0,2,Singapore,Rivervale Singapore,,1.3856443,103.9031124
2400,tgjr,Fat Cat Grilled Fish 肥猫烤鱼 (Koufu @ West Mall),Noodles,4.7,48,Singapore,Koufu @ West Mall Singapore,,,
2401,cglh,Xiang Duo Duo (IMM),Chinese,4.8,61,Singapore,IMM Singapore,,1.334611,103.74674944042103
2402,s1tz,Lian Soon Huat Seafood (Yishun),Chinese,4.3,3000,Singapore,Yishun Singapore,27.0,1.4293839,103.8350282
2403,x1my,Shihlin Taiwan Street Snacks (IMM),Chicken,4.6,2000,Singapore,IMM Singapore,,1.334611,103.74674944042103
2404,o78p,Zanji Fish Ball Noodle (Anchorvale Cres),Noodles,4.4,24,Singapore,Anchorvale Cres Singapore,,1.3989323716683064,103.89263984367588
2405,y0yn,Encik Tan (Junction 10),Curry,4.5,2000,Singapore,Junction 10 Singapore,,1.3803675000000002,103.76016739821614
2406,x0gf,Sushi Express (IMM),Japanese,4.5,100,Singapore,IMM Singapore,,1.334611,103.74674944042103
2407,x7kc,Lai Kee Dim Sum (373 Bukit Batok),Dim Sum ,4.1,100,Singapore,373 Bukit Batok Singapore,,1.3588218,103.7504894
2408,w5tm,Duke Bakery (IMM),Bakery,4.8,500,Singapore,IMM Singapore,,1.334611,103.74674944042103
2409,s4gw,Taipei Zhan Juices & Bubble Tea (Rivervale Plaza),Bubble Tea,4.6,1000,Singapore,Rivervale Plaza Singapore,,1.3852050999999999,103.90161637438521
2410,fodq,Herbal Soup (Kopitiam @ IMM),Soups,4.6,100,Singapore,Kopitiam @ IMM Singapore,,,
2411,v9ly,Aisa Restaurant (Pandan Garden),Indian,4.3,100,Singapore,Pandan Garden Singapore,,,
2412,w7hf,Korean Delights (West Mall),Korean,4.1,500,Singapore,West Mall Singapore,,1.3500765000000001,103.74925662743149
2413,hl1f,Hainan Second Street (Imm),Chinese,4.6,94,Singapore,Imm Singapore,,1.334611,103.74674944042103
2414,v6yt,Cafe Red Ginger (IMM),Malaysian,4.6,100,Singapore,IMM Singapore,,1.334611,103.74674944042103
2415,me0v,Habib Family Restaurant,Asian,5.0,3,Singapore,,,46.3144754,11.0480288
2416,x8sl,Wan Chai Hong Kong Tea Room (IMM),Chinese,4.1,100,Singapore,IMM Singapore,,1.334611,103.74674944042103
2417,e24e,Laojiang Superior Soup (IMM Building 2 Jurong East St 21),Chinese,4.2,22,Singapore,IMM Building 2 Jurong East St 21 Singapore,22.0,1.3350158,103.7464982
2418,wqi5,Yi Ding Xiang Rojak (704 Foodcourt),Pasta,5.0,43,Singapore,704 Foodcourt Singapore,,1.43643235,103.75402840273227
2419,n6ni,L Happy Duck (Bukit Batok Street 31),Chinese,4.5,100,Singapore,Bukit Batok Street 31 Singapore,,1.3598141,103.7514576
2420,v2ry,Gin Khao (Sentosa Cove),Thai,4.0,100,Singapore,Sentosa Cove Singapore,,1.2481118,103.8406065
2421,ddkc,Xin Kee Pig Organ Soup (376 Bukit Batok),Soups,4.5,60,Singapore,376 Bukit Batok Singapore,,1.3584295499999999,103.74930483509516
2422,x7df,Tartini Grill & Pasta (Bukit Batok),Western,4.6,100,Singapore,Bukit Batok Singapore,,1.3482831,103.7490191
2423,l0ls,Helen's Mini Wok (Koufu Westmall),Chinese,4.7,100,Singapore,Koufu Westmall Singapore,,,
2424,th1g,Aura Tea (Ayer Rajah CC),Bubble Tea,4.2,52,Singapore,Ayer Rajah CC Singapore,,1.3121271,103.75925899917874
2425,hdob,Rotikek (Junction 10) - Islandwide Delivery,Pancakes and Waffles,5.0,2,Singapore,Junction 10 Singapore,,1.3803675000000002,103.76016739821614
2426,uqzg,Tianfu Pao Fan King (Koufu Westmall) - Islandwide Delivery,Chinese,4.5,3,Singapore,Koufu Westmall Singapore,,,
2427,h1m5,Old Hup Kee (IMM) 老合记 - Islandwide Delivery,Singaporean,3.8,16,Singapore,IMM Singapore,,1.334611,103.74674944042103
2428,s6ic,Helios 93 (Sentosa Cove),Sandwiches,3.7,100,Singapore,Sentosa Cove Singapore,,1.2481118,103.8406065
2429,mbuy,D’Penyetz (750 Chai Chee Road),Indonesian,5.0,22,Singapore,750 Chai Chee Road Singapore,,1.3235819,103.9224766
2430,thty,Tanjong Rhu Wanton Noodles (376 Bukit Batok Street 31),Chinese,4.4,34,Singapore,376 Bukit Batok Street 31 Singapore,,1.3584295499999999,103.74930483509516
2431,ckdx,Fat Belly Western Delights (Toh Guan Road),Western,3.5,13,Singapore,Toh Guan Road Singapore,,1.3409938,103.7483269
2432,w6pv,West Co'z Cafe (Junction 10),Chinese,4.7,5000,Singapore,Junction 10 Singapore,,1.3803675000000002,103.76016739821614
2433,mqbe,Otter Pizza (Junction 10),Pizza,4.9,8,Singapore,Junction 10 Singapore,,1.3803675000000002,103.76016739821614
2434,twuu,Shao烧 BBQ (Frankel Ave),Chinese,4.6,6,Singapore,Frankel Ave Singapore,,1.3153234,103.9187788
2435,s8hf,Streats (Imm Building),Chinese,4.6,1000,Singapore,Imm Building Singapore,,1.3346534,103.7477423
2436,dris,Crispy Puff (IMM),Malaysian,4.9,7,Singapore,IMM Singapore,,1.334611,103.74674944042103
2437,nnk4,ABC COMPASSVALE EXPRESS (COMPASSVALE STREET),Indian,3.0,13,Singapore,COMPASSVALE STREET Singapore,,1.3952167,103.8981912
2438,qvl6,Korea Cuisine (IMM),Korean,4.5,44,Singapore,IMM Singapore,,1.334611,103.74674944042103
2439,v8eo,Different Taste Cafe & Restaurants (Frankel Ave),Singaporean,4.6,1000,Singapore,Frankel Ave Singapore,,1.3153234,103.9187788
2440,fu7u,Refuel Cafe (744 Bedok Reservoir Rd) - Islandwide Delivery,Western,4.6,71,Singapore,744 Bedok Reservoir Rd Singapore,16.0,1.3375861,103.92139140912144
2441,s8dj,Pastamania (Viva Business Park),Pasta,4.6,5000,Singapore,Viva Business Park Singapore,,1.3231527,103.92172490607959
2442,p2d4,Lao He Ji (IMM),Dim Sum ,4.3,92,Singapore,IMM Singapore,,1.334611,103.74674944042103
2443,y8cx,Ma Mum (Jurong East),Noodles,4.4,1000,Singapore,Jurong East Singapore,22.0,1.333108,103.7422939
2444,bgpu,Rsa Food Palace (Bukit Batok Street 34),Indian,4.3,66,Singapore,Bukit Batok Street 34 Singapore,,1.3637514,103.7504091
2445,u36h,Shi Fu Ban Mian (376 Bukit Batok St.31),Chinese,4.2,100,Singapore,376 Bukit Batok St.31 Singapore,,1.3584295499999999,103.74930483509516
2446,qsvd,Universal Nasi Lemak (431 Yishun Ave 1),Indonesian,2.6,85,Singapore,431 Yishun Ave 1 Singapore,27.0,1.4202045,103.84753021437906
2447,cky8,YEW KEE CARROT CAKE (376 Bukit Batok ST.31),Cakes,4.1,65,Singapore,376 Bukit Batok ST.31 Singapore,,1.3584295499999999,103.74930483509516
2448,w7vs,Dim Sum Affair 多一籠 (263 Compassvale),Chinese,3.9,56,Singapore,263 Compassvale Singapore,,1.3950453999999999,103.89586814907062
2449,vfxb,Wonderful Bapsang (IMM),Korean,4.3,100,Singapore,IMM Singapore,,1.334611,103.74674944042103
2450,w4cj,Minori Japanese Cuisine (IMM),Seafood,4.6,100,Singapore,IMM Singapore,,1.334611,103.74674944042103
2451,y0xa,Burp Kitchen & Bar (Bedok Reservoir),Western,4.8,100,Singapore,Bedok Reservoir Singapore,16.0,1.3425058,103.92522980731215
2452,i89u,Teppan-Man (Teppanyaki),Japanese,4.4,82,Singapore,Teppanyaki Singapore,,1.3012285,103.8385111
2453,y0mh,Rumah Sayang (Jem),Malaysian,4.5,500,Singapore,Jem Singapore,,1.3332962,103.74339115077905
2454,nglh,Aunty V Pig Organ Soup & Lor Mee (739 Bedok Reservoir),Singaporean,3.5,13,Singapore,739 Bedok Reservoir Singapore,16.0,1.33785335,103.92268011897208
2455,lvze,Bok Bok Chicken (50 Jurong Gateway),Korean,3.9,8,Singapore,50 Jurong Gateway Singapore,22.0,1.3332962,103.74339115077905
2456,bt7l,Ah Orh Teochew Fish Head Steamboat (Reservoir Village),Chinese,4.5,81,Singapore,Reservoir Village Singapore,,1.33788785,103.92217119184993
2457,ngvw,Old Time (Ng Teng Fong General Hospital),Chinese,4.7,34,Singapore,Ng Teng Fong General Hospital Singapore,,1.3334119000000002,103.74552459331966
2458,ms7j,JIANG HU MAO CAI (Venture Drive),Vietnamese,4.8,23,Singapore,Venture Drive Singapore,,1.3308201,103.7430225
2459,ic35,Boon Heng Atas Roasted Duck and Hainanese Chicken Rice (739 Bedok Reservoir),Chicken,5.0,1,Singapore,739 Bedok Reservoir Singapore,16.0,1.33785335,103.92268011897208
2460,x4xu,Tan Ngan Lo Herbal Tea (643A Senja Close),Tea,4.5,100,Singapore,643A Senja Close Singapore,,1.3885931,103.7624263
2461,jppi,Anjana Kitchen Authentic Indian Food (Vision Exchange),Indian,4.1,83,Singapore,Vision Exchange Singapore,,1.33024605,103.74444219621353
2462,q0yu,Teochew Cuisine Restaurant (Bukit Batok),Chinese,4.1,100,Singapore,Bukit Batok Singapore,,1.3482831,103.7490191
2463,eyh3,D'Penyetz (Jem),Ayam Penyet,4.8,1000,Singapore,Jem Singapore,,1.3332962,103.74339115077905
2464,x6mq,Ah Chiang's Porridge (Jem),Porridge,4.4,1000,Singapore,Jem Singapore,,1.3332962,103.74339115077905
2465,mxhc,Shu Xiang Fang 蜀鄉坊 (Sichuan Cuisine),Rice Dishes,4.4,100,Singapore,Sichuan Cuisine Singapore,,1.2803944,103.8445854
2466,b7wz,YC Dining & Bar (Vision Exchange),Pizza,4.4,13,Singapore,Vision Exchange Singapore,,1.33024605,103.74444219621353
2467,g2j8,Lerk Thai (Hometeam NS),Fried Rice,4.2,100,Singapore,Hometeam NS Singapore,,1.2820961,103.8444443
2468,x6km,Johnson Duck (628 Senja),Chinese,4.3,100,Singapore,628 Senja Singapore,,1.3850202,103.7604035
2469,fav3,Al Haji Kampung Seafood (Chai Chee Road),Malaysian,2.9,30,Singapore,Chai Chee Road Singapore,,1.3256207,103.9232713
2470,ahfy,Chuang Yi Hai Xian Xiao Chu 创艺海鲜小厨 (Chai Chee Road),Seafood,3.1,14,Singapore,Chai Chee Road Singapore,,1.3256207,103.9232713
2471,uylw,Sinaran Seafood Restaurant (Teck Whye Lane),Singaporean,4.6,100,Singapore,Teck Whye Lane Singapore,,1.3780928,103.7542909
2472,zpmw,Togi Korean Kitchen (Kopitiam @ JEM),Korean,3.6,25,Singapore,Kopitiam @ JEM Singapore,,,
2473,squc,Pizzakaya (JEM),Pizza,4.4,100,Singapore,JEM Singapore,,1.3332962,103.74339115077905
2474,mlwa,MP Thai (Vision Exchange),Thai,4.6,100,Singapore,Vision Exchange Singapore,,1.33024605,103.74444219621353
2475,yelz,Feng Xiang Herbal Bak Kut Teh (50 Jurong Gateway Rd),Bak Kut Teh,4.0,38,Singapore,50 Jurong Gateway Rd Singapore,22.0,1.3332962,103.74339115077905
2476,jzx9,Signature  Restaurant (Vision Exchange),Indian,4.1,100,Singapore,Vision Exchange Singapore,,1.33024605,103.74444219621353
2477,s7vc,So Pho (Jem),Pho,4.6,1000,Singapore,Jem Singapore,,1.3332962,103.74339115077905
2478,syxn,Rasa Rasa Food Fiesta Restaurant LLP (Teck Whye) - Islandwide Delivery,Malaysian,4.9,80,Singapore,Teck Whye Singapore,,1.3766705,103.7536471
2479,ps2s,Renee Western Cuisine (Jurong Gateway),Fast Food,4.4,42,Singapore,Jurong Gateway Singapore,22.0,1.3348143,103.7406104
2480,txjk,石年猪脚饭 Shi Nian Pig Leg Rice (Kopitiam Food Hall - Jem),Chinese,4.1,8,Singapore,Kopitiam Food Hall - Jem Singapore,,,
2481,w1it,LeNu (JEM),Ramen,4.7,1000,Singapore,JEM Singapore,,1.3332962,103.74339115077905
2482,iz5j,Arab Street Turkish & Western Restaurant (Yishun Avenue 4),Middle Eastern,4.3,100,Singapore,Yishun Avenue 4 Singapore,27.0,1.4186718,103.8406692
2483,eshi,Riverside Indonesian BBQ (Jurong),Grill,4.6,100,Singapore,Jurong Singapore,22.0,1.2596598,103.67043956400383
2484,yw71,Great. (231 Sumang Lane),Noodles,4.6,79,Singapore,231 Sumang Lane Singapore,,1.40213805,103.89222473704132
2485,p66b,Marie's Lapis Cafe (Bedok North Street),Chicken,4.3,18,Singapore,Bedok North Street Singapore,16.0,1.3271035,103.9311572
2486,x4np,L&M Seafood Bukit Batok (Bukit Batok West Avenue 6),Chinese,4.5,1000,Singapore,Bukit Batok West Avenue 6 Singapore,,1.3566823,103.7394672
2487,xnx3,CHAFFIC (Gateway Drive),Beverages,4.6,63,Singapore,Gateway Drive Singapore,,1.3348509,103.7426318
2488,plx5,Bebek Goreng Pak Ndut (Westgate) - Islandwide Delivery,Indonesian,4.8,100,Singapore,Westgate Singapore,,1.334194,103.74286707502577
2489,w5eb,Qiang Traditional Claypot Curry 强正宗砂煲咖喱 (Bukit Batok Street 11),Chicken,4.2,500,Singapore,Bukit Batok Street 11 Singapore,,1.3494314,103.74266
2490,y8px,Beauty in The Pot (Westgate),Chinese,4.1,91,Singapore,Westgate Singapore,,1.334194,103.74286707502577
2491,s0fm,Kushiya (Westgate),Rice Dishes,4.3,1000,Singapore,Westgate Singapore,,1.334194,103.74286707502577
2492,zwan,Pavilion Banana Leaf (Westgate),Indian,4.4,100,Singapore,Westgate Singapore,,1.334194,103.74286707502577
2493,pzbz,Yong Xing Noodles House (Choa Chu Kang),Noodles,4.2,47,Singapore,Choa Chu Kang Singapore,,1.3892601,103.743728
2494,q2bc,Badaling Coffeeshop (155 Bukit Batok),Beverages,5.0,19,Singapore,155 Bukit Batok Singapore,,1.3480151999999999,103.74358999186569
2495,tixd,Chicken Palace (Teck Whye Lane),Western,4.4,100,Singapore,Teck Whye Lane Singapore,,1.3780928,103.7542909
2496,e5j3,O’braim (Bedok),Asian,4.2,100,Singapore,Bedok Singapore,16.0,1.3256702,103.9314714
2497,v1re,Malthouse (East Coast),Pizza,4.6,100,Singapore,East Coast Singapore,,1.2981716,103.8772979
2498,zfzn,Shi Nian (Senja),Singaporean,5.0,33,Singapore,Senja Singapore,,1.3826778,103.7623822
2499,gtro,Onigirazu don (Bukit Panjang),Rice Dishes,4.4,100,Singapore,Bukit Panjang Singapore,23.0,1.3791486,103.76141301431002
2500,ecd9,803 Thai Food (Teck Whye) - Islandwide Delivery,Thai,4.6,33,Singapore,Teck Whye Singapore,,1.3766705,103.7536471
2501,hvwv,Abang Curry (JEM),Curry,4.5,100,Singapore,JEM Singapore,,1.3332962,103.74339115077905
2502,w8aw,Shaburi Kintan Buffet & Restaurant (JEM),Japanese,4.9,100,Singapore,JEM Singapore,,1.3332962,103.74339115077905
2503,b9tk,HEYTEA (Westgate),Bubble Tea,4.7,500,Singapore,Westgate Singapore,,1.334194,103.74286707502577
2504,lsub,ABC CAFE (CHAI CHEE ROAD),Indian,4.3,57,Singapore,CHAI CHEE ROAD Singapore,,1.3256207,103.9232713
2505,y6cw,Tonkatsu Ma Maison (Westgate),Japanese,4.6,100,Singapore,Westgate Singapore,,1.334194,103.74286707502577
2506,j5j8,Hao Jia Ban Mian (JEM),Noodles,4.2,100,Singapore,JEM Singapore,,1.3332962,103.74339115077905
2507,geje,Pinxin Catering (Hometeamns @ Bukit Batok) - Islandwide Delivery,Chinese,3.1,8,Singapore,Hometeamns @ Bukit Batok Singapore,,1.3659617499999999,103.7491482917336
2508,v13w,Lilly Norhana Vietnamese Muslim Cuisine (Bukit Batok West Avenue 6),Noodles,4.9,100,Singapore,Bukit Batok West Avenue 6 Singapore,,1.3566823,103.7394672
2509,x8ho,Noor Nisha Food Chain (16 Teck Whye Lane),Indian,4.2,500,Singapore,16 Teck Whye Lane Singapore,,1.3785309,103.75500878355686
2510,ycn0,Kanada-Ya Ramen (Jurong Gateway),Japanese,4.5,25,Singapore,Jurong Gateway Singapore,22.0,1.3348143,103.7406104
2511,ihs9,Food Junction - Westgate (Mix & Match),International,4.2,100,Singapore,Mix & Match Singapore,,,
2512,y5sy,Lady M (Westgate),Dessert,4.3,100,Singapore,Westgate Singapore,,1.334194,103.74286707502577
2513,s6oy,Curry Times (Westgate),Chicken,4.5,1000,Singapore,Westgate Singapore,,1.334194,103.74286707502577
2514,odcw,Yong Heng Sotong Mee (Bukit Batok Street 11),Hokkien Mee,4.5,100,Singapore,Bukit Batok Street 11 Singapore,,1.3494314,103.74266
2515,x9rz,NUNSARAM (Jurong East),Korean,4.8,500,Singapore,Jurong East Singapore,22.0,1.333108,103.7422939
2516,x9gz,Local Delights (297C Compassvale Street),Noodles,4.6,2000,Singapore,297C Compassvale Street Singapore,,1.39461395,103.90135938484772
2517,s6dr,Chutney Mary (East Coast Road),Indian,4.4,2000,Singapore,East Coast Road Singapore,,1.3092046,103.9136196
2518,i77b,The Bread Gang (Aiman Cafe) - Islandwide Delivery,Western,4.8,69,Singapore,Aiman Cafe Singapore,,1.3400479,103.7422568
2519,cp80,ABC BERJAYA RESTAURANT (Jurong East) - Islandwide Delivery,Indian,4.5,41,Singapore,Jurong East Singapore,22.0,1.333108,103.7422939
2520,x7fb,Each A Cup (Yishun),Bubble Tea,4.7,1000,Singapore,Yishun Singapore,27.0,1.4293839,103.8350282
2521,x2pq,Tanglin Halt Fish Soup 东岭福鱼汤 (Bukit Batok Street 11),Soups,3.9,500,Singapore,Bukit Batok Street 11 Singapore,,1.3494314,103.74266
2522,tl2u,Mr Kelong (Bukit Batok),Seafood,4.1,2,Singapore,Bukit Batok Singapore,,1.3482831,103.7490191
2523,gj6t,THE NOODLE GUYS (AIMAN CAFE),Chicken,4.5,100,Singapore,AIMAN CAFE Singapore,,1.3400479,103.7422568
2524,y8vx,U & ME Tea (Bukit Batok),Pancakes and Waffles,4.6,500,Singapore,Bukit Batok Singapore,,1.3482831,103.7490191
2525,x4td,Tze Char (297C Compassvale Street),Chinese,4.3,4000,Singapore,297C Compassvale Street Singapore,,1.39461395,103.90135938484772
2526,s3yb,Eatzi Gourmet Steakhouse & Bistro (Yishun),Western,4.2,500,Singapore,Yishun Singapore,27.0,1.4293839,103.8350282
2527,iu4w,92 Nasi Lemak (539 Bedok North),Nasi Lemak,4.5,46,Singapore,539 Bedok North Singapore,16.0,1.3316124,103.92483343279608
2528,t5mv,Asam Tree (Khoo Teck Puat Hospital),Indonesian,4.5,100,Singapore,Khoo Teck Puat Hospital Singapore,,1.4243152000000001,103.83891363634102
2529,prfu,777 Fried Hokkien Prawn Noodle (155 Bukit Batok St 11) - Islandwide Delivery,Hokkien Mee,5.0,18,Singapore,155 Bukit Batok St 11 Singapore,,1.3494314,103.74266
2530,km4l,Aiman Cafe Seafood (235 Jurong East St 21) - Islandwide Delivery,Asian,5.0,24,Singapore,235 Jurong East St 21 Singapore,22.0,1.3399442000000001,103.7421995784386
2531,x0in,Asam Tree (Bukit Batok Street 11),Malaysian,4.3,100,Singapore,Bukit Batok Street 11 Singapore,,1.3494314,103.74266
2532,m9gt,Kjjong-9 Korean Cuisine (Khoo Teck Puat Hospital),Korean,4.7,500,Singapore,Khoo Teck Puat Hospital Singapore,,1.4243152000000001,103.83891363634102
2533,yepw,Soul Kind Cafe (Jurong East  Street),Vegetarian,4.7,96,Singapore,Jurong East  Street Singapore,22.0,1.333108,103.7422939
2534,k2xk,Rondan Grill (Khoo Teck Puat Hospital),Pasta,4.7,100,Singapore,Khoo Teck Puat Hospital Singapore,,1.4243152000000001,103.83891363634102
2535,ve8d,吉祥可口鸭饭∙面∙粥 Braised Duck Rice ∙ Noodle ∙ Porridge (1550 Bukit Batok),Singaporean,4.6,12,Singapore,1550 Bukit Batok Singapore,,1.3482831,103.7490191
2536,wt0m,Tree Side Nasi Lemak (Bedok),Nasi Lemak,4.2,36,Singapore,Bedok Singapore,16.0,1.3256702,103.9314714
2537,ls5j,Arabian Kings (Kim San Leng Food Centre Yishun),Indian,4.4,100,Singapore,Kim San Leng Food Centre Yishun Singapore,27.0,1.4236912,103.8465625
2538,cbq2,Feng Zhen Lor Mee (Yishun),Noodles,4.5,100,Singapore,Yishun Singapore,27.0,1.4293839,103.8350282
2539,f26k,Churros Factory X The Bread Gang (Jurong East),American,4.6,26,Singapore,Jurong East Singapore,22.0,1.333108,103.7422939
2540,c2vb,Broadway Food & Drinks (155 Bukit Batok),Coffee,4.5,16,Singapore,155 Bukit Batok Singapore,,1.3480151999999999,103.74358999186569
2541,vrn3,Yummy Fried Rice (Bukit Batok),Fried Rice,4.2,100,Singapore,Bukit Batok Singapore,,1.3482831,103.7490191
2542,r5ye,Chicken Rice (Khoo Teck Puat Hospital),Chicken Rice,4.7,500,Singapore,Khoo Teck Puat Hospital Singapore,,1.4243152000000001,103.83891363634102
2543,v7lu,West Grill Station (Yishun Spring),Western,4.5,500,Singapore,Yishun Spring Singapore,27.0,1.4216780500000001,103.84703679722364
2544,w5gt,Meaty Western (Bedok North Street 3),Chicken,4.7,500,Singapore,Bedok North Street 3 Singapore,16.0,1.3341082,103.9313624
2545,w4kv,Rong Yi Ji Roasted 榮意記火炭燒臘 (Bedok North Street 3),Chinese,4.1,100,Singapore,Bedok North Street 3 Singapore,16.0,1.3341082,103.9313624
2546,v9di,Vie Bistro (Bukit Batok Street 11),Western,4.6,1000,Singapore,Bukit Batok Street 11 Singapore,,1.3494314,103.74266
2547,k707,Shami Banana Leaf (Sembawang Park) - Islandwide Delivery,Indian,4.7,18,Singapore,Sembawang Park Singapore,27.0,1.46136225,103.83614823161346
2548,x7xl,The Whale Tea (Rivervale Mall),Bubble Tea,4.6,3000,Singapore,Rivervale Mall Singapore,,1.39224515,103.9043778208493
2549,m1wg,Heng Heng BBQ Chicken Wings & Satay (51 YISHUN Ave 11),Chicken,4.7,100,Singapore,51 YISHUN Ave 11 Singapore,27.0,1.42496325,103.84477867533488
2550,fogt,5-Star HK Style Handmade Dim Sum (Food Junction - Rivervale Mall),Chinese,4.4,100,Singapore,Food Junction - Rivervale Mall Singapore,,,
2551,y0ow,Roaster Delight  - Yishun Park Hawker Centre (51 Yishun Ave 11),Noodles,4.6,100,Singapore,51 Yishun Ave 11 Singapore,27.0,1.42496325,103.84477867533488
2552,lk2q,Huat Heng Desserts (418 Yishun Ave 11) - Islandwide Delivery,Dessert,4.6,90,Singapore,418 Yishun Ave 11 Singapore,27.0,1.42477885,103.84714429929133
2553,hve6,Aa Roasted Delights (Bukit Batok West Avenue 6),Chicken,4.5,6,Singapore,Bukit Batok West Avenue 6 Singapore,,1.3566823,103.7394672
2554,ibj4,Tokusei Ramen (Rivervale Mall),Ramen,3.8,49,Singapore,Rivervale Mall Singapore,,1.39224515,103.9043778208493
2555,oir9,Hong Man Tian Mala Hot Pot红满天麻辣香锅 (Bukit Batok West Avenue 6),Chinese,4.5,88,Singapore,Bukit Batok West Avenue 6 Singapore,,1.3566823,103.7394672
2556,v8gf,Zhen Pin Hong Mala Hot Pot真品红麻辣香锅 (Yishun Park Hawker Centre),Chinese,4.4,500,Singapore,Yishun Park Hawker Centre Singapore,27.0,1.42496325,103.84477867533488
2557,gyz1,Jiao Cai Seafood/Bbq Yishun (Yishun Park Hawker Centre),Chinese,4.4,100,Singapore,Yishun Park Hawker Centre Singapore,27.0,1.42496325,103.84477867533488
2558,v4pa,Ten Points Porridge十分粥道 (Rivervale),Porridge,4.4,5000,Singapore,Rivervale Singapore,,1.3856443,103.9031124
2559,iw40,A Taste of Korea (Yishun Ave),Korean,4.6,64,Singapore,Yishun Ave Singapore,27.0,1.4293839,103.8350282
2560,r0eo,Kam Par Claypot Food (143 Teck Whye Lane),Chicken Rice,4.5,500,Singapore,143 Teck Whye Lane Singapore,,1.38042615,103.75323933236878
2561,l2ip,Woong Kee Ipoh Traditional Claypot Chicken Rice (Bukit Batok West Avenue 6),Malaysian,4.0,100,Singapore,Bukit Batok West Avenue 6 Singapore,,1.3566823,103.7394672
2562,x3cq,Naina's kitchen (51 Yishun),Indian,4.1,1000,Singapore,51 Yishun Singapore,27.0,1.4300191,103.836235
2563,v6ks,Smokin' Joe (Yishun Park Hawker Centre),Western,4.8,100,Singapore,Yishun Park Hawker Centre Singapore,27.0,1.42496325,103.84477867533488
2564,xe4c,Ciao Bella (Rivervale Mall),Pasta,3.6,44,Singapore,Rivervale Mall Singapore,,1.39224515,103.9043778208493
2565,tb1u,Indian food cuisine (17A Jurong Gateway),Indian,4.9,11,Singapore,17A Jurong Gateway Singapore,22.0,1.3348143,103.7406104
2566,nbip,Mookata - One Pot Chicken (Northpoint Drive),Chicken,3.3,10,Singapore,Northpoint Drive Singapore,,1.426782,103.836402
2567,ajmg,Kei Kaisendon (Rivervale Mall),Japanese,4.4,100,Singapore,Rivervale Mall Singapore,,1.39224515,103.9043778208493
2568,dwao,Tai Mei Wei (Rivervale Crescent),Asian,4.6,51,Singapore,Rivervale Crescent Singapore,,1.3911285,103.9079238
2569,fg0p,The Grill Knife (Rivervale Mall),Western,4.2,100,Singapore,Rivervale Mall Singapore,,1.39224515,103.9043778208493
2570,w2cv,Da San Yuan  - Yishun Park Hawker Centre (51 Yishun Ave 11),Noodles,4.5,500,Singapore,51 Yishun Ave 11 Singapore,27.0,1.42496325,103.84477867533488
2571,ojzm,Smashed.SG® (Yishun Street 71),Indonesian,4.8,100,Singapore,Yishun Street 71 Singapore,27.0,1.4276157,103.8313513
2572,agxc,Star Grill (Bukit Batok West Avenue 8),Western,4.4,100,Singapore,Bukit Batok West Avenue 8 Singapore,,1.3546237723788452,103.73911672131554
2573,v4pz,Thaiexpress (Rivervale Mall),Thai,4.3,4000,Singapore,Rivervale Mall Singapore,,1.39224515,103.9043778208493
2574,x4lx,Black&White Rojak (143 Teck Whye Lane),Singaporean,4.5,1000,Singapore,143 Teck Whye Lane Singapore,,1.38042615,103.75323933236878
2575,x0jo,Padi Gemok (Jurong East Street 21),Western,4.6,100,Singapore,Jurong East Street 21 Singapore,22.0,1.3385127,103.7429421
2576,nwgz,Ba Buong Banh Mi (Jurong Gateway),Vietnamese,4.7,100,Singapore,Jurong Gateway Singapore,22.0,1.3348143,103.7406104
2577,s0dn,Pasta Fresca (Siglap),Pasta,4.3,1000,Singapore,Siglap Singapore,,1.30966,103.92908689581995
2578,o688,JX YONG TAU FOO (俊曦酿豆腐）(Jurong Gateway Rd),Soups,4.7,44,Singapore,俊曦酿豆腐）(Jurong Gateway Rd Singapore,22.0,,
2579,uihv,A Hot Hideout (369 Sembawang Road),Chinese,4.5,100,Singapore,369 Sembawang Road Singapore,27.0,1.4269571,103.82608480224957
